"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33697,34255,33865,33927,34737,37170,39903,41319,43441,39652,40995,44888,46644,47092,49866,50670,51428,53870,56864,58725
19140,"Dalton, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2901390,3219554,3314442,3447606,3564050,3558793,3639827,3749677,3743189,3558969,3651564,3785621,3935770,4125797,4439929,4773827,4881924,5021121,5291383,5418976
19140,"Dalton, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,120959,124015,126208,128476,131307,133885,136581,138792,140415,140897,142278,142285,142259,141906,142298,143099,143753,144037,144192,144724
19140,"Dalton, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23987,25961,26262,26835,27143,26581,26650,27017,26658,25259,25665,26606,27666,29074,31202,33360,33961,34860,36697,37444
19180,"Danville, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),1882691,1980483,2015852,2141741,2203697,2200608,2285227,2367454,2516687,2520567,2647762,2787587,2784850,2855701,2851937,2882836,2863146,2937597,3004944,3038613
19180,"Danville, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,83821,83646,83299,82996,82955,82728,82715,82258,81930,81710,81640,81414,80862,80585,79783,79170,78494,77689,76702,75758
19180,"Danville, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22461,23677,24200,25805,26565,26601,27628,28781,30718,30848,32432,34240,34440,35437,35746,36413,36476,37812,39177,40109
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3775281,3921746,4055585,4249849,4744351,5243158,5863953,6222347,6280045,6218741,6618292,7067055,7274734,7448839,7887975,8444952,8956578,9471242,10065966,10600260
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,141342,144875,147957,151509,156266,162183,168121,172404,175827,179406,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26710,27070,27411,28050,30361,32329,34879,36092,35717,34663,36143,37881,38259,38222,39602,41613,43143,44566,46205,47485
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10455316,10815863,10997503,11377880,12316221,12703537,13423789,14210914,15096108,14721599,15194129,16212766,16602255,16819940,17007198,17324328,17577885,18141237,18667082,19149116
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,Population (persons) 1/,375763,374561,373740,372975,372740,372876,373762,375121,376467,378108,379743,380685,382431,383843,384070,383381,382178,381103,380044,379172
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27824,28876,29426,30506,33042,34069,35915,37884,40099,38935,40012,42588,43412,43820,44282,45188,45994,47602,49118,50502
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),23716393,24293765,24595909,25093760,25724633,26205412,27608009,28364988,28938277,28310195,29014505,30783604,31687866,32016227,33290252,34505146,35348835,36911423,38483906,39703066
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,805938,804479,804286,804926,805930,804766,803498,801852,800209,798895,799672,800858,801603,801390,801017,800124,801661,803233,805088,807611
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29427,30198,30581,31175,31919,32563,34360,35374,36163,35437,36283,38438,39531,39951,41560,43125,44094,45954,47801,49161
19460,"Decatur, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3508565,3605734,3611437,3799099,4023937,4183243,4395922,4593865,4746245,4673150,4818572,4934854,5068995,5150165,5324861,5438588,5489572,5678969,5917497,6149159
19460,"Decatur, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,146095,146552,146464,147386,147324,148399,149519,150690,151890,153269,153950,154075,153908,153146,152888,152392,152233,151981,152144,152603
19460,"Decatur, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24016,24604,24658,25777,27314,28189,29400,30486,31248,30490,31300,32029,32935,33629,34829,35688,36060,37366,38894,40295
19500,"Decatur, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3191567,3441023,3445226,3403402,3551572,3638308,3841492,4082416,4308521,4300456,4367830,4601890,4588870,4707012,4844861,4793683,4808075,4823759,5037722,5071870
19500,"Decatur, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,114499,113604,112564,111572,111181,111083,110808,110751,110588,110732,110787,110684,110134,109561,108515,107343,106383,105399,104504,104009
19500,"Decatur, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27874,30290,30607,30504,31944,32753,34668,36861,38960,38837,39425,41577,41666,42962,44647,44658,45196,45767,48206,48764
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11818174,12959058,13611231,14544201,15903574,17277063,18741222,19748062,19993843,18803759,19697921,20343779,21072330,21280911,22545746,23892533,25377335,26970079,28609503,29917225
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,495514,505047,516153,529021,546232,563305,579087,589451,590912,589388,590506,591926,594969,600236,608604,621166,635859,647867,658186,668365
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23850,25659,26371,27493,29115,30671,32363,33502,33836,31904,33358,34369,35418,35454,37045,38464,39910,41629,43467,44762
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),82929639,86252697,86942484,88018916,90911888,97009527,105443981,111442353,114692824,107975014,111542391,123428104,132036059,139847697,153206154,159512262,162232980,175853476,189649107,199503851
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2,Population (persons) 1/,2170977,2218759,2266781,2284876,2304818,2332749,2374194,2418686,2463971,2509417,2554523,2602918,2650274,2700529,2753973,2812896,2856755,2891776,2931665,2967239
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,38199,38874,38355,38522,39444,41586,44413,46076,46548,43028,43665,47419,49820,51785,55631,56707,56789,60812,64690,67236
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16537584,17345857,17897890,18487536,20022281,21047571,22640467,23898051,25000070,24506084,25522229,26795384,28653477,29107336,31149990,32905966,34183500,35542100,37229450,38488124
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,Population (persons) 1/,520495,527138,533828,541109,548902,559060,570026,580757,590747,599480,608930,618299,626778,637846,649652,659522,671055,681413,690915,699292
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31773,32906,33527,34166,36477,37648,39718,41150,42319,40879,41913,43337,45716,45634,47949,49894,50940,52159,53884,55039
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),154608106,155936966,153996048,156954158,159941935,163362941,165250230,169525355,169735552,159040002,163054960,174592132,182886313,184082752,193982040,205899644,211618011,217795006,227218784,234001030
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,4455503,4461855,4456433,4453371,4445887,4431048,4409697,4377116,4339504,4311728,4291508,4291696,4300864,4305587,4311194,4309673,4316260,4321593,4322084,4319629
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34700,34949,34556,35244,35975,36868,37474,38730,39114,36885,37995,40681,42523,42754,44995,47776,49028,50397,52572,54172
20020,"Dothan, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3061404,3324796,3433808,3551525,3816193,4065101,4318859,4581658,4688117,4673898,4924610,5112741,5181319,5241972,5373158,5595294,5707566,5921045,6191069,6443785
20020,"Dothan, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,131024,131413,131967,133586,135057,136643,139070,141157,142958,144396,145871,146621,147448,147449,147830,147992,147784,147878,148249,149358
20020,"Dothan, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23365,25300,26020,26586,28256,29750,31055,32458,32794,32369,33760,34870,35140,35551,36347,37808,38621,40040,41761,43143
20100,"Dover, DE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3465258,3491114,3701603,3949828,4291716,4502954,4858465,5108370,5230737,5457977,5515453,5838109,5970367,6132355,6399294,6575805,6833378,7175296,7434085,7791288
20100,"Dover, DE (Metropolitan Statistical Area)",2,Population (persons) 1/,127229,129228,131824,134605,139342,144585,149704,153969,157925,160081,162956,165110,167297,169038,171456,173128,174542,176499,178540,180786
20100,"Dover, DE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27236,27015,28080,29344,30800,31144,32454,33178,33122,34095,33846,35359,35687,36278,37323,37982,39150,40653,41638,43097
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2358789,2400479,2458118,2532593,2621209,2723779,2977763,3237610,3376832,3297010,3462798,3699412,3906579,3948700,4146030,4350691,4390384,4525257,4857757,5013959
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,Population (persons) 1/,89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93929,94593,95159,95945,96481,96850,96763,97066,96922,97311
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26444,26992,27578,28136,28976,30008,32630,35142,36499,35472,36866,39109,41053,41156,42973,44922,45373,46620,50120,51525
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7440799,7585485,7887913,8129272,8444425,8505046,8934077,9459752,10064128,9965046,10573803,11206588,11432368,11462135,11898558,12263469,12235956,12684906,13307077,13759223
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1/,286858,288091,287980,288371,288187,287696,287672,288147,289433,290337,290542,290594,290176,290193,290261,289741,289395,289108,289260,288732
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25939,26330,27390,28190,29302,29563,31056,32830,34772,34322,36393,38564,39398,39498,40993,42326,42281,43876,46004,47654
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14301660,14820890,14907137,15378859,17177586,18365485,19954093,21601841,22666029,22289592,23242852,24301260,25613532,25721515,27496715,28969590,30446265,32126449,33613793,35068510
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,474940,485366,493757,499238,504619,512402,523405,536055,548275,559164,566267,572520,581735,590364,599236,607706,618222,625678,637501,644367
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30113,30535,30191,30805,34041,35842,38124,40298,41341,39862,41046,42446,44030,43569,45886,47670,49248,51347,52727,54423
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3547649,3791848,3990249,4205053,4505777,4779892,5052844,5383427,5580864,5442954,5419411,5680408,5627464,5878132,6133664,6378432,6589053,6801000,7155522,7461802
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169849,169891,168628,167355,167285,166481,166220,167895,169294,170271
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25393,26373,26810,27301,28485,29497,30589,32168,33106,32133,31907,33436,33372,35124,36666,38313,39641,40507,42267,43823
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3998274,4139285,4270141,4391967,4565012,4749612,5084636,5420222,5652516,5772068,5998210,6332982,6612776,6675634,6995248,7165751,7197451,7557155,8018914,8288411
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,148656,149655,150846,151816,153419,154809,156167,157654,158700,160271,161655,162886,163892,164822,165023,165501,166430,167329,168464,169304
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26896,27659,28308,28930,29755,30680,32559,34380,35618,36014,37105,38880,40348,40502,42390,43297,43246,45163,47600,48956
20940,"El Centro, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2728047,3013830,3396634,3544125,3660691,3843753,4128385,4377931,4772539,4855435,5146671,5584408,5671528,5893251,6232834,6706452,6575270,6731955,6822928,7329602
20940,"El Centro, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,142410,143707,145640,148984,152259,156113,160505,164596,167917,172008,174716,175786,176575,176438,177974,178937,180179,181649,181523,181215
20940,"El Centro, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19156,20972,23322,23789,24043,24622,25721,26598,28422,28228,29457,31768,32120,33401,35021,37479,36493,37060,37587,40447
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3293388,3419957,3483672,3635163,3820748,3972256,4176731,4360992,4595957,4789679,5071684,5331576,5433482,5390343,5613460,5741534,5913731,6124409,6351661,6630660
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,Population (persons) 1/,134506,135657,136591,136333,138230,140177,140870,141844,142988,143829,149833,151319,151501,152228,151675,148107,148941,150390,153201,153928
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24485,25210,25504,26664,27641,28337,29650,30745,32142,33301,33849,35234,35864,35410,37010,38766,39705,40724,41460,43076
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5056272,4949576,5125816,5314844,5617977,5892501,6143243,6314818,6151191,5614387,6003170,6421646,6922243,7164192,7765498,8178645,8545400,9258826,9531126,9692815
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,183412,184708,184543,187149,189316,192242,195047,196304,197762,197514,197451,198279,198968,200205,201423,202995,203642,204194,205617,206341
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27568,26797,27776,28399,29675,30651,31496,32169,31104,28425,30403,32387,34791,35784,38553,40290,41963,45343,46354,46975
21300,"Elmira, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2305066,2320281,2306161,2348816,2427378,2527021,2659045,2776138,2976288,2986284,3129717,3275325,3349249,3365193,3445062,3490161,3486483,3632530,3735959,3874102
21300,"Elmira, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88895,88899,89137,88199,87177,86705,85644,84736,83935,83456
21300,"Elmira, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25304,25559,25451,26053,27038,28438,29967,31321,33629,33611,35207,36843,37574,38155,39518,40253,40709,42869,44510,46421
21340,"El Paso, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13060057,13634863,14355497,14912344,15737415,16751349,17785445,18900589,19903847,20893767,22892407,24455648,25653500,25246542,26570109,27422758,28097282,29129580,30533172,31766708
21340,"El Paso, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,685086,692568,699844,708545,720997,731511,748254,759040,773304,790182,807048,823308,835667,834203,837089,835439,839203,842005,841613,844124
21340,"El Paso, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19063,19687,20512,21046,21827,22900,23769,24901,25739,26442,28366,29704,30698,30264,31741,32824,33481,34595,36279,37633
21420,"Enid, OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),1396097,1455411,1507998,1599909,1713897,1797543,2006866,2093011,2235026,2165745,2373651,2511915,2714769,2651459,2838631,2785546,2725012,2626515,2667845,2741380
21420,"Enid, OK (Metropolitan Statistical Area)",2,Population (persons) 1/,57721,57279,57249,57230,57459,57358,57723,58153,58845,59989,60765,60763,61399,62370,62790,63248,62493,61600,61095,61056
21420,"Enid, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24187,25409,26341,27956,29828,31339,34767,35991,37982,36102,39063,41340,44215,42512,45208,44042,43605,42638,43667,44899
21500,"Erie, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7127776,7296324,7450672,7555007,7884378,8138952,8586015,9077805,9458879,9354400,9717399,10398013,10711298,10660159,10977709,11327145,11431703,11632868,12229735,12509662
21500,"Erie, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,280803,280647,280379,280153,277864,277211,278389,278573,278686,279838,280799,281327,281532,280717,279423,278174,276170,273558,271544,269728
21500,"Erie, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25384,25998,26574,26967,28375,29360,30842,32587,33941,33428,34606,36961,38046,37975,39287,40720,41394,42524,45038,46379
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8412004,8804327,8880652,9083599,9662483,10326208,11303027,11559356,11870738,11563471,11916860,12352981,12910394,12971081,13872266,14908517,15638663,16667640,17460343,18087217
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351920,354034,355075,355481,358027,361946,368874,375264,378549,382067
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26004,27102,27116,27456,29075,30748,33251,33521,34094,32958,33862,34892,36360,36489,38746,41190,42396,44416,46124,47340
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8440048,8791589,8995336,9223663,9552435,9959401,10585043,10707858,11286691,11106626,11818127,12647558,13128069,12696524,13210499,13667426,13802168,14316699,14810042,15406351
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,Population (persons) 1/,296480,297027,298383,300628,302310,303844,305549,307468,308614,310170,311802,312698,313422,314331,314859,314983,315283,314791,314660,315086
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28468,29599,30147,30681,31598,32778,34643,34826,36572,35808,37903,40447,41886,40392,41957,43391,43777,45480,47067,48896
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),2462810,2542161,2707031,2876709,3032896,3325347,3646033,3932425,4337094,4310773,4542248,4999795,5111638,4960891,5178518,5355702,5338649,5443462,5689172,5806852
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",2,Population (persons) 1/,83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,98264,98120,100311,100933,99254,99636,100633,99675,98565,96849
21820,"Fairbanks, AK (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,29671,29973,31442,33109,34061,36772,40268,42038,45870,45263,46225,50956,50958,49150,52174,53753,53051,54612,57720,59958
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4975929,5010934,5260760,5545696,5910734,6261316,6789813,7288834,8006456,7911949,8419670,9145648,10231671,10499977,11332101,11743034,11864177,12276915,13025395,13521155
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1/,174970,177033,178891,181539,186448,189303,193412,197121,201346,206223,209455,213222,217610,223360,227790,232891,237244,241511,244311,246145
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28439,28305,29408,30548,31702,33076,35105,36976,39765,38366,40198,42893,47018,47009,49748,50423,50008,50834,53315,54932
22140,"Farmington, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2190296,2386076,2469314,2599926,2819439,3104292,3419440,3699339,4091616,3899385,3961771,4211703,4272325,4163504,4360632,4419133,4256764,4315894,4427385,4462308
22140,"Farmington, NM (Metropolitan Statistical Area)",2,Population (persons) 1/,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130203,129711,129756,129467,129084,128246,127954,126917,125499,123958
22140,"Farmington, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19191,20615,20676,21389,22889,24872,27349,29325,32242,30144,30428,32470,32926,32159,33781,34458,33268,34006,35278,35999
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10255575,10484023,10990343,11449137,12080766,12789451,13339849,13828912,14655893,14826321,15534312,16174151,16626684,16683199,17150633,17691050,17849753,18430980,19265143,20122626
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,429071,432206,437190,436610,444293,444221,451761,456550,464464,474524,490446,499149,502672,509180,510635,511976,516822,517527,522461,526719
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23902,24257,25139,26223,27191,28791,29529,30290,31554,31245,31674,32403,33077,32765,33587,34554,34538,35614,36874,38204
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8646904,9285777,9842713,10581704,11939086,13264268,14821673,16158610,17177592,16228124,17091019,19534967,22935557,22970415,26416796,28685825,30631396,32129787,35143183,36251158
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,327867,336662,345922,357352,370284,385269,401039,413543,423649,432067,442301,452884,462291,471140,480513,491730,503806,515616,525239,534904
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26373,27582,28454,29611,32243,34429,36958,39074,40547,37559,38641,43135,49613,48755,54976,58337,60800,62313,66909,67771
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2783656,2943801,3078887,3229108,3482171,3744647,4121965,4417750,4718477,4528032,4631674,4980615,5012242,5241669,5592651,5945052,6243199,6602169,6965148,7057376
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,Population (persons) 1/,116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134612,134275,136146,136699,137566,138962,140407,141001,142523,143476
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23838,24888,25381,26278,27831,29480,32029,33868,35786,33924,34408,37093,36815,38345,40654,42782,44465,46824,48870,49189
22420,"Flint, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11748660,11705453,11795207,12162422,12383484,12563100,12934723,13049982,13123052,12642012,12926987,13539220,13869270,14095656,14556448,15235343,15627147,15972759,16518658,17015416
22420,"Flint, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,436965,438584,440062,441689,442534,442508,441164,438109,433082,427989,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813
22420,"Flint, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26887,26689,26804,27536,27983,28391,29320,29787,30302,29538,30420,32081,33165,33913,35258,37118,38215,39198,40618,41929
22500,"Florence, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4626451,4810871,4940795,5104534,5360770,5536629,5931514,6203764,6439881,6298349,6446200,6729626,6866558,6988775,7213694,7532375,7738544,7954201,8324125,8696180
22500,"Florence, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,193290,194240,195590,197053,198010,199167,200913,202246,203805,204825,205662,205800,206041,205986,206426,206235,205854,205476,205036,204911
22500,"Florence, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23935,24768,25261,25904,27073,27799,29523,30674,31598,30750,31344,32700,33326,33928,34946,36523,37592,38711,40598,42439
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3155696,3253981,3288302,3443455,3666166,3883617,4105946,4328593,4416279,4403008,4602964,4756813,4820865,4851395,5068568,5200165,5271266,5384883,5579182,5785895
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,143036,142584,142163,142382,143112,143717,144707,145593,146675,146952,147261,147146,147232,147230,147462,146876,146922,147259,147608,147970
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22062,22822,23131,24185,25617,27023,28374,29731,30109,29962,31257,32327,32743,32951,34372,35405,35878,36567,37797,39102
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2796304,2836924,2939232,3003872,3101905,3198784,3336101,3539480,3722226,3603965,3743813,3897726,4077064,4078347,4304888,4471789,4523940,4716776,4976108,5164866
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,97390,97856,98097,98470,98929,99297,99920,100520,101122,101370,101576,101810,101788,101787,101977,101955,102211,102417,103001,103403
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28712,28991,29963,30505,31355,32214,33388,35212,36809,35553,36857,38284,40054,40067,42214,43860,44261,46055,48311,49949
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7855633,8397005,8490999,8557473,8894401,9383173,10084924,10836123,11138411,10939308,11252959,11936687,12720373,13455320,14629751,15667640,16414294,17805751,19008370,19944871
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,Population (persons) 1/,253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300441,305246,310842,316225,324008,333303,338984,344084,350660,356899
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31041,32229,31997,31878,32759,34106,35926,37874,38191,36870,37455,39105,40922,42550,45152,47007,48422,51748,54207,55884
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5031830,5096001,5187302,5452503,5889997,6193319,6653826,6935183,7285935,7181578,7397525,7908546,8226669,8213436,8567881,8820118,8892102,9103592,9291140,9609548
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,Population (persons) 1/,225759,227899,229652,231379,233367,235912,240017,242953,244749,247064,248344,249236,249491,248569,248220,248820,249170,250231,250298,250368
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22289,22361,22588,23565,25239,26253,27722,28545,29769,29068,29787,31731,32974,33043,34517,35448,35687,36381,37120,38382
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10828568,10799240,11025118,11008931,11477444,11885735,12802893,13310233,13554389,12981111,13413626,14330275,15133475,15204623,16098614,16971507,17363542,17936189,19015375,19636577
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,363420,365954,368402,371190,372757,375420,378911,382387,384311,386818,389298,392332,394225,396638,398591,400806,402887,405445,409126,413263
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29796,29510,29927,29658,30791,31660,33789,34808,35269,33559,34456,36526,38388,38334,40389,42343,43098,44238,46478,47516
23420,"Fresno, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),18496412,19263404,20659321,22232347,23639786,24590953,26214753,27505553,28140901,28206209,29567869,31404880,32431359,33865015,36378424,38949236,40168751,41286010,43088095,45445944
23420,"Fresno, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,801288,813021,829762,847193,861035,872470,883862,895933,909630,921478,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101
