"GEO_ID","id"
"S1501_C03_003E","Male!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_003M","Male!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C03_004E","Male!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_004M","Male!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C03_005E","Male!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_005M","Male!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C03_006E","Male!!Estimate!!Population 25 years and over"
"S1501_C03_006M","Male!!Margin of Error!!Population 25 years and over"
"S1501_C03_007E","Male!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_007M","Male!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C03_008E","Male!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_008M","Male!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C03_009E","Male!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_009M","Male!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C03_010E","Male!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C03_010M","Male!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C03_011E","Male!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C03_011M","Male!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C03_012E","Male!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_012M","Male!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C03_013E","Male!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C03_013M","Male!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C03_014E","Male!!Estimate!!Percent high school graduate or higher"
"S1501_C03_014M","Male!!Margin of Error!!Percent high school graduate or higher"
"S1501_C03_015E","Male!!Estimate!!Percent bachelor's degree or higher"
"S1501_C03_015M","Male!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C03_016E","Male!!Estimate!!Population 25 to 34 years"
"S1501_C03_016M","Male!!Margin of Error!!Population 25 to 34 years"
"S1501_C03_017E","Male!!Estimate!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C03_017M","Male!!Margin of Error!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C03_018E","Male!!Estimate!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C03_018M","Male!!Margin of Error!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C03_019E","Male!!Estimate!!Population 35 to 44 years"
"S1501_C03_019M","Male!!Margin of Error!!Population 35 to 44 years"
"S1501_C03_020E","Male!!Estimate!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C03_020M","Male!!Margin of Error!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C03_021E","Male!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C03_021M","Male!!Margin of Error!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C03_022E","Male!!Estimate!!Population 45 to 64 years"
"S1501_C03_022M","Male!!Margin of Error!!Population 45 to 64 years"
"S1501_C03_023E","Male!!Estimate!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C03_023M","Male!!Margin of Error!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C03_024E","Male!!Estimate!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C03_024M","Male!!Margin of Error!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C03_025E","Male!!Estimate!!Population 65 years and over"
"S1501_C03_025M","Male!!Margin of Error!!Population 65 years and over"
"S1501_C03_026E","Male!!Estimate!!Population 65 years and over!!High school graduate or higher"
"S1501_C03_026M","Male!!Margin of Error!!Population 65 years and over!!High school graduate or higher"
"S1501_C03_027E","Male!!Estimate!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C03_027M","Male!!Margin of Error!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C03_028E","Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C03_028M","Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C03_029E","Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C03_029M","Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C03_030E","Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C03_030M","Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C03_031E","Male!!Estimate!!White alone, not Hispanic or Latino"
"S1501_C03_031M","Male!!Margin of Error!!White alone, not Hispanic or Latino"
"S1501_C03_032E","Male!!Estimate!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C03_032M","Male!!Margin of Error!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C03_033E","Male!!Estimate!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C03_033M","Male!!Margin of Error!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C03_034E","Male!!Estimate!!Black alone"
"S1501_C03_034M","Male!!Margin of Error!!Black alone"
"S1501_C03_035E","Male!!Estimate!!Black alone!!High school graduate or higher"
"S1501_C03_035M","Male!!Margin of Error!!Black alone!!High school graduate or higher"
"S1501_C03_036E","Male!!Estimate!!Black alone!!Bachelor's degree or higher"
"S1501_C03_036M","Male!!Margin of Error!!Black alone!!Bachelor's degree or higher"
"S1501_C03_037E","Male!!Estimate!!American Indian or Alaska Native alone"
"S1501_C03_037M","Male!!Margin of Error!!American Indian or Alaska Native alone"
"S1501_C03_038E","Male!!Estimate!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C03_038M","Male!!Margin of Error!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C03_039E","Male!!Estimate!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C03_039M","Male!!Margin of Error!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C03_040E","Male!!Estimate!!Asian alone"
"S1501_C03_040M","Male!!Margin of Error!!Asian alone"
"S1501_C03_041E","Male!!Estimate!!Asian alone!!High school graduate or higher"
"S1501_C03_041M","Male!!Margin of Error!!Asian alone!!High school graduate or higher"
"S1501_C03_042E","Male!!Estimate!!Asian alone!!Bachelor's degree or higher"
"S1501_C03_042M","Male!!Margin of Error!!Asian alone!!Bachelor's degree or higher"
"S1501_C03_043E","Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C03_043M","Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C03_044E","Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C03_044M","Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C03_045E","Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C03_045M","Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C03_046E","Male!!Estimate!!Some other race alone"
"S1501_C03_046M","Male!!Margin of Error!!Some other race alone"
"S1501_C03_047E","Male!!Estimate!!Some other race alone!!High school graduate or higher"
"S1501_C03_047M","Male!!Margin of Error!!Some other race alone!!High school graduate or higher"
"S1501_C03_048E","Male!!Estimate!!Some other race alone!!Bachelor's degree or higher"
"S1501_C03_048M","Male!!Margin of Error!!Some other race alone!!Bachelor's degree or higher"
"S1501_C03_049E","Male!!Estimate!!Two or more races"
"S1501_C03_049M","Male!!Margin of Error!!Two or more races"
"S1501_C03_050E","Male!!Estimate!!Two or more races!!High school graduate or higher"
"S1501_C03_050M","Male!!Margin of Error!!Two or more races!!High school graduate or higher"
"S1501_C03_051E","Male!!Estimate!!Two or more races!!Bachelor's degree or higher"
"S1501_C03_051M","Male!!Margin of Error!!Two or more races!!Bachelor's degree or higher"
"S1501_C03_052E","Male!!Estimate!!Hispanic or Latino Origin"
"S1501_C03_052M","Male!!Margin of Error!!Hispanic or Latino Origin"
"S1501_C03_053E","Male!!Estimate!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C03_053M","Male!!Margin of Error!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C03_054E","Male!!Estimate!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C03_054M","Male!!Margin of Error!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C03_055E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_055M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_056E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C03_056M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C03_057E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C03_057M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C03_058E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C03_058M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C03_059E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C03_059M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C03_060E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C03_060M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C03_061E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C03_061M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C03_062E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C03_062M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C03_063E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C03_063M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C03_064E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C03_064M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C04_001E","Percent Male!!Estimate!!Population 18 to 24 years"
"S1501_C04_001M","Percent Male!!Margin of Error!!Population 18 to 24 years"
"S1501_C04_002E","Percent Male!!Estimate!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C04_002M","Percent Male!!Margin of Error!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C04_003E","Percent Male!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_003M","Percent Male!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C04_004E","Percent Male!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_004M","Percent Male!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C04_005E","Percent Male!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_005M","Percent Male!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C04_006E","Percent Male!!Estimate!!Population 25 years and over"
"S1501_C04_006M","Percent Male!!Margin of Error!!Population 25 years and over"
"S1501_C04_007E","Percent Male!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_007M","Percent Male!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C04_008E","Percent Male!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_008M","Percent Male!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C04_009E","Percent Male!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_009M","Percent Male!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C04_010E","Percent Male!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C04_010M","Percent Male!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C04_011E","Percent Male!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C04_011M","Percent Male!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C04_012E","Percent Male!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_012M","Percent Male!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C04_013E","Percent Male!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C04_013M","Percent Male!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C04_014E","Percent Male!!Estimate!!Percent high school graduate or higher"
"S1501_C04_014M","Percent Male!!Margin of Error!!Percent high school graduate or higher"
"S1501_C04_015E","Percent Male!!Estimate!!Percent bachelor's degree or higher"
"S1501_C04_015M","Percent Male!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C04_016E","Percent Male!!Estimate!!Population 25 to 34 years"
"S1501_C04_016M","Percent Male!!Margin of Error!!Population 25 to 34 years"
"S1501_C04_017E","Percent Male!!Estimate!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C04_017M","Percent Male!!Margin of Error!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C04_018E","Percent Male!!Estimate!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C04_018M","Percent Male!!Margin of Error!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C04_019E","Percent Male!!Estimate!!Population 35 to 44 years"
"S1501_C04_019M","Percent Male!!Margin of Error!!Population 35 to 44 years"
"S1501_C04_020E","Percent Male!!Estimate!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C04_020M","Percent Male!!Margin of Error!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C04_021E","Percent Male!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C04_021M","Percent Male!!Margin of Error!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C04_022E","Percent Male!!Estimate!!Population 45 to 64 years"
"S1501_C04_022M","Percent Male!!Margin of Error!!Population 45 to 64 years"
"S1501_C04_023E","Percent Male!!Estimate!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C04_023M","Percent Male!!Margin of Error!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C04_024E","Percent Male!!Estimate!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C04_024M","Percent Male!!Margin of Error!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C04_025E","Percent Male!!Estimate!!Population 65 years and over"
"S1501_C04_025M","Percent Male!!Margin of Error!!Population 65 years and over"
"S1501_C04_026E","Percent Male!!Estimate!!Population 65 years and over!!High school graduate or higher"
"S1501_C04_026M","Percent Male!!Margin of Error!!Population 65 years and over!!High school graduate or higher"
"S1501_C04_027E","Percent Male!!Estimate!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C04_027M","Percent Male!!Margin of Error!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C04_028E","Percent Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C04_028M","Percent Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C04_029E","Percent Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C04_029M","Percent Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C04_030E","Percent Male!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C04_030M","Percent Male!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C04_031E","Percent Male!!Estimate!!White alone, not Hispanic or Latino"
"S1501_C04_031M","Percent Male!!Margin of Error!!White alone, not Hispanic or Latino"
"S1501_C04_032E","Percent Male!!Estimate!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C04_032M","Percent Male!!Margin of Error!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C04_033E","Percent Male!!Estimate!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C04_033M","Percent Male!!Margin of Error!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C04_034E","Percent Male!!Estimate!!Black alone"
"S1501_C04_034M","Percent Male!!Margin of Error!!Black alone"
"S1501_C04_035E","Percent Male!!Estimate!!Black alone!!High school graduate or higher"
"S1501_C04_035M","Percent Male!!Margin of Error!!Black alone!!High school graduate or higher"
"S1501_C04_036E","Percent Male!!Estimate!!Black alone!!Bachelor's degree or higher"
"S1501_C04_036M","Percent Male!!Margin of Error!!Black alone!!Bachelor's degree or higher"
"S1501_C04_037E","Percent Male!!Estimate!!American Indian or Alaska Native alone"
"S1501_C04_037M","Percent Male!!Margin of Error!!American Indian or Alaska Native alone"
"S1501_C04_038E","Percent Male!!Estimate!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C04_038M","Percent Male!!Margin of Error!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C04_039E","Percent Male!!Estimate!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C04_039M","Percent Male!!Margin of Error!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C04_040E","Percent Male!!Estimate!!Asian alone"
"S1501_C04_040M","Percent Male!!Margin of Error!!Asian alone"
"S1501_C04_041E","Percent Male!!Estimate!!Asian alone!!High school graduate or higher"
"S1501_C04_041M","Percent Male!!Margin of Error!!Asian alone!!High school graduate or higher"
"S1501_C04_042E","Percent Male!!Estimate!!Asian alone!!Bachelor's degree or higher"
"S1501_C04_042M","Percent Male!!Margin of Error!!Asian alone!!Bachelor's degree or higher"
"S1501_C04_043E","Percent Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C04_043M","Percent Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C04_044E","Percent Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C04_044M","Percent Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C04_045E","Percent Male!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C04_045M","Percent Male!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C04_046E","Percent Male!!Estimate!!Some other race alone"
"S1501_C04_046M","Percent Male!!Margin of Error!!Some other race alone"
"S1501_C04_047E","Percent Male!!Estimate!!Some other race alone!!High school graduate or higher"
"S1501_C04_047M","Percent Male!!Margin of Error!!Some other race alone!!High school graduate or higher"
"S1501_C04_048E","Percent Male!!Estimate!!Some other race alone!!Bachelor's degree or higher"
"S1501_C04_048M","Percent Male!!Margin of Error!!Some other race alone!!Bachelor's degree or higher"
"S1501_C04_049E","Percent Male!!Estimate!!Two or more races"
"S1501_C04_049M","Percent Male!!Margin of Error!!Two or more races"
"S1501_C04_050E","Percent Male!!Estimate!!Two or more races!!High school graduate or higher"
"S1501_C04_050M","Percent Male!!Margin of Error!!Two or more races!!High school graduate or higher"
"S1501_C04_051E","Percent Male!!Estimate!!Two or more races!!Bachelor's degree or higher"
"S1501_C04_051M","Percent Male!!Margin of Error!!Two or more races!!Bachelor's degree or higher"
"S1501_C04_052E","Percent Male!!Estimate!!Hispanic or Latino Origin"
"S1501_C04_052M","Percent Male!!Margin of Error!!Hispanic or Latino Origin"
"S1501_C04_053E","Percent Male!!Estimate!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C04_053M","Percent Male!!Margin of Error!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C04_054E","Percent Male!!Estimate!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C04_054M","Percent Male!!Margin of Error!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C04_055E","Percent Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C04_055M","Percent Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C04_056E","Percent Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C04_056M","Percent Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C04_057E","Percent Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C04_057M","Percent Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C04_058E","Percent Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C04_058M","Percent Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C04_059E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C04_059M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C04_060E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C04_060M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C04_061E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C04_061M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C04_062E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C04_062M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C04_063E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C04_063M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C04_064E","Percent Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C04_064M","Percent Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C05_001E","Female!!Estimate!!Population 18 to 24 years"
"S1501_C05_001M","Female!!Margin of Error!!Population 18 to 24 years"
