"id","state_abbr","year","offense_code","offense_name","agencies","population","total_male","total_female","m_18","m_19","m_20","m_21","m_22","m_23","m_24","m_25_29","m_30_34","m_35_39","m_40_44","m_45_49","m_50_54","m_55_59","m_60_64","m_65p","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25_29","f_30_34","f_35_39","f_40_44","f_45_49","f_50_54","f_55_59","f_60_64","f_65p","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
939,,2013,"ASR_LIQ","Liquor Laws",12397,257195726,172925,83199,29804,33995,29409,5371,3927,3290,2726,10470,8774,7042,7921,9251,9882,6459,2996,1608,24882,25408,12738,1784,1254,977,864,3073,2468,2092,2219,2262,1779,876,317,206,11925,248045485,183500,37328,3249,9196
940,,2013,"ASR_LRC","Larceny",12397,257195726,483438,371853,29409,26855,24668,23066,21843,20403,18867,79572,63416,43811,40552,36077,28414,15400,6544,4541,21378,20530,18948,17592,16974,16043,15312,66158,52299,36124,30023,24178,17967,9931,4660,3736,11925,248045485,594371,231385,10970,14125
941,,2013,"ASR_MAN","Manslaughter by Negligence",12397,257195726,638,185,19,32,39,39,36,41,17,112,76,46,47,41,35,25,12,21,3,7,9,8,11,6,6,33,20,24,16,14,12,7,3,6,11925,248045485,613,172,27,9
942,,2013,"ASR_MVT","Motor Vehicle Theft",12397,257195726,34669,8903,2440,2099,1847,1826,1669,1552,1464,6320,5286,3494,2651,1983,1240,544,171,83,405,410,409,428,444,452,422,1931,1563,947,662,461,234,91,30,14,11925,248045485,30159,11901,796,560
943,,2013,"ASR_OTH","All Other Offenses",12397,257195726,1903938,646458,53255,66709,74053,81545,92029,79941,76279,338766,280973,191812,166539,146577,121638,70396,41878,21548,14576,20055,23798,27245,28221,28644,28496,134990,103509,72956,59213,45749,32031,15204,6641,5130,11925,248045485,1705570,750131,26234,42561
944,,2013,"ASR_PRS","Prostitution and Commercialized Vice",12397,257195726,13739,27889,184,240,332,371,408,426,493,2280,2065,1687,1516,1254,1061,669,397,356,1021,1488,1517,1622,1625,1492,1388,5174,3745,2497,2539,2048,1210,389,93,41,11925,248045485,22541,17018,1520,383
945,,2013,"ASR_ROB","Robbery",12397,257195726,54397,9067,5350,4946,4376,3884,3414,2980,2538,9332,6094,3665,2977,2312,1544,678,205,102,613,585,593,545,534,516,455,1775,1278,760,583,434,265,93,27,11,11925,248045485,28850,33206,700,517
946,,2013,"ASR_RPE","Rape",12397,257195726,12806,223,636,681,645,610,521,487,450,1844,1817,1379,1192,885,710,436,249,264,11,10,15,14,12,6,9,31,39,37,20,10,8,,,1,11925,248045485,8615,3950,213,148
947,,2013,"ASR_SEX","Sex Offenses",12397,257195726,35467,2685,1440,1365,1358,1176,1221,1165,1001,4576,4260,3574,3358,3223,2908,2048,1285,1509,117,98,98,113,110,95,117,433,406,351,245,237,135,73,36,21,11925,248045485,27551,9168,711,558
948,,2013,"ASR_STP","Stolen Property",12397,257195726,52278,14857,3063,3012,2856,2649,2525,2426,2265,9568,7919,5159,4150,2994,2179,916,378,219,611,622,677,689,719,753,748,3184,2637,1661,1125,736,426,170,64,35,11925,248045485,46494,18937,882,609
949,,2013,"ASR_SUS","Suspicion",12397,257195726,526,148,32,24,21,37,37,35,26,91,79,41,27,29,22,18,1,6,5,4,13,14,8,9,8,23,18,21,11,4,6,2,2,,11925,248045485,354,275,13,12
950,,2013,"ASR_VAG","Vagrancy",12397,257195726,16542,4354,516,491,468,529,467,443,445,1881,1818,1335,1615,1919,2118,1544,624,329,146,242,210,179,127,115,140,537,534,471,405,442,431,183,163,29,11925,248045485,13210,6594,239,583
951,,2013,"ASR_VAN","Vandalism",12397,257195726,98581,27259,6873,6383,5745,5961,5491,4910,4472,17440,12786,8273,6740,5441,4152,2128,1003,783,1360,1320,1426,1520,1503,1403,1309,5226,3786,2497,2070,1606,1228,570,231,204,11925,248045485,87298,33833,1572,2449
952,,2013,"ASR_WEAP","Weapons",12397,257195726,88712,8152,5118,5111,4951,5117,5067,4686,4259,16754,12490,7603,5570,4348,3504,2083,1099,952,357,361,351,373,417,392,391,1586,1281,820,632,502,335,215,80,59,11925,248045485,55954,38681,1121,757
897,,2012,"ASR_ARSON","Arson",12850,254953025,4662,1179,329,267,203,204,213,173,144,705,604,457,342,364,304,183,98,72,57,41,42,45,30,35,40,189,148,131,123,135,86,49,20,8,12341,254321505,4303,1334,74,120
898,,2012,"ASR_AST","Aggravated Assault",12850,254953025,220877,64311,7129,8123,8674,9648,9546,8909,8719,39370,32251,23048,20355,17619,13412,7558,3604,2912,1930,2345,2637,3004,2882,2931,2665,11622,9598,6819,6181,5310,3517,1724,659,487,12341,254321505,180719,94389,5085,4250
899,,2012,"ASR_AST_SMP","Simple Assault",12850,254953025,615954,218485,18808,20224,22240,25266,25452,24640,23895,108784,91990,66657,61152,52198,38302,19869,9018,7459,8565,9311,9931,10929,10519,9772,9429,39091,30887,23174,20177,16626,11043,5126,2191,1714,12341,254321505,552352,254036,11910,12811
900,,2012,"ASR_BRG","Burglary",12850,254953025,154646,32531,13386,12046,10334,9065,8062,7159,6668,26194,19071,12353,11059,9175,6058,2633,877,506,1749,1750,1760,1663,1564,1587,1349,6298,4909,3095,2755,1980,1212,554,180,126,12341,254321505,128910,53746,2409,1689
901,,2012,"ASR_DIS","Disorderly Conduct",12850,254953025,256860,91001,12566,12030,11893,15398,13769,11792,10956,41541,30734,21615,20211,19833,17289,9642,4481,3110,4843,4470,4558,5297,4649,4203,3716,15082,11608,8624,7901,7098,4936,2342,1006,668,12341,254321505,222842,112921,3119,7038
902,,2012,"ASR_DRG","Drug Abuse Violations",12850,254953025,901334,234469,57446,59937,57117,53533,49162,43992,39806,162953,119529,74965,61979,51835,38394,19678,7697,3311,10873,12432,12252,12380,11892,11029,10394,44332,33664,22467,20116,16178,10465,4239,1261,495,12341,254321505,751524,360766,12608,7469
903,,2012,"ASR_DRK","Drunkenness",12850,254953025,328989,73656,7422,8952,9491,15252,13877,12607,11339,49095,39577,30636,32283,35347,32529,18672,7872,4038,2074,2299,2440,3604,3111,2784,2769,11372,9508,7589,8466,8071,5864,2519,805,381,12341,254321505,326371,63647,4203,7093
904,,2012,"ASR_DUI","Drive Under the Influence",12850,254953025,767013,251229,12253,18444,22688,34058,35517,34775,33117,140656,106663,77343,70133,62947,53632,33481,18082,13224,3953,6031,7572,13046,13036,12119,11436,45893,33569,24591,24489,22445,17089,9024,4181,2755,12341,254321505,853130,122442,22866,13629
905,,2012,"ASR_EMB","Embezzlement",12850,254953025,6385,6097,279,385,435,441,312,308,269,1092,806,587,512,400,268,171,78,42,251,333,316,375,359,268,237,957,844,638,602,400,266,145,67,39,12341,254321505,8046,4070,237,69
906,,2012,"ASR_FAM","Offenses Against the Family and Children",12850,254953025,62711,21829,811,989,1140,1429,1592,1713,1903,10454,11515,9754,8452,6135,3939,1822,637,426,404,454,595,768,869,862,895,4849,4210,2981,2121,1422,811,336,144,108,12341,254321505,55018,26908,621,1656
907,,2012,"ASR_FOR","Forgery and Counterfeiting",12850,254953025,33337,19938,961,1364,1471,1399,1385,1407,1316,6326,5431,3682,3090,2443,1701,848,338,175,459,743,866,847,870,864,849,4081,3479,2469,1885,1316,748,280,110,72,12341,254321505,34679,17390,751,261
908,,2012,"ASR_FRD","Fraud",12850,254953025,71543,49370,1871,2519,2818,2513,2645,2603,2627,12083,10652,8067,7720,6378,4391,2525,1204,927,990,1389,1706,1561,1682,1748,1683,8742,8420,6718,5765,3935,2513,1402,646,470,12341,254321505,80653,37324,1250,1109
909,,2012,"ASR_GAM","Gambling",12850,254953025,4670,723,386,379,338,295,247,255,196,664,393,319,318,251,216,165,129,119,14,21,40,12,18,20,14,78,66,61,75,73,82,64,46,39,12341,254321505,1662,3399,276,28
910,,2012,"ASR_HOM","Murder and Nonnegligent Homicide",12850,254953025,7362,953,397,528,535,498,452,387,358,1343,899,583,417,353,268,152,100,92,39,41,43,53,36,48,48,178,132,89,77,79,41,33,8,8,12341,254321505,3981,4121,108,98
911,,2012,"ASR_LIQ","Liquor Laws",12850,254953025,216881,79312,38278,43763,38652,7148,5101,3935,3250,12827,10339,8299,9888,11768,11622,6835,3386,1790,19281,19913,16646,2171,1476,1051,934,3547,2877,2454,2641,2765,2006,986,350,214,12341,254321505,232227,46439,4308,10484
912,,2012,"ASR_LRC","Larceny",12850,254953025,489255,375000,33051,30164,26786,24015,21332,19424,17924,76756,60771,42585,42248,38779,29419,15195,6275,4531,24738,22803,20748,18522,17529,16027,15034,64761,49804,34680,30252,24624,17482,9714,4680,3602,12341,254321505,596106,239087,12621,13083
913,,2012,"ASR_MAN","Manslaughter by Negligence",12850,254953025,676,202,31,24,39,41,40,29,29,108,97,57,55,44,26,28,9,19,13,7,5,8,7,8,5,43,24,22,19,11,12,9,3,6,12341,254321505,665,172,34,5
914,,2012,"ASR_MVT","Motor Vehicle Theft",12850,254953025,36442,8877,2709,2326,2031,1827,1770,1501,1480,6506,5376,3652,2974,2134,1283,557,205,111,409,451,421,443,468,424,421,1893,1498,902,678,490,240,98,30,11,12341,254321505,30820,12850,996,535
915,,2012,"ASR_OTH","All Other Offenses",12850,254953025,1964281,648443,63059,76825,83807,90419,87859,82856,77848,341770,274956,194638,177891,161601,127095,70917,31222,21518,16814,22676,26385,29179,29453,28750,27830,124863,100991,72033,61948,48646,32303,15110,6434,5028,12341,254321505,1729945,792101,37374,40472
916,,2012,"ASR_PRS","Prostitution and Commercialized Vice",12850,254953025,14600,29581,183,246,314,438,415,476,467,2492,2144,1787,1646,1415,1054,753,408,362,1103,1510,1657,1608,1594,1505,1396,5263,3854,2859,3004,2413,1291,394,97,33,12341,254321505,23630,18589,1551,239
917,,2012,"ASR_ROB","Robbery",12850,254953025,57656,9149,6051,5570,4640,4033,3533,2998,2743,9663,6364,3722,3242,2559,1551,660,231,96,605,638,647,578,548,502,427,1788,1240,793,579,449,231,77,28,19,12341,254321505,30988,34346,802,566
918,,2012,"ASR_RPE","Rape",12850,254953025,13007,127,762,657,630,583,540,524,444,1964,1776,1357,1255,1043,680,397,212,183,6,4,9,7,4,5,4,28,21,15,14,3,5,,1,1,12341,254321505,8440,4214,211,203
919,,2012,"ASR_SEX","Sex Offenses",12850,254953025,41949,3286,1830,1752,1686,1549,1376,1203,1154,5375,4945,4222,4172,4006,3407,2222,1371,1679,184,157,159,166,154,122,129,499,467,345,363,247,150,80,30,34,12341,254321505,32779,10818,894,566
920,,2012,"ASR_STP","Stolen Property",12850,254953025,54489,14490,3679,3469,3130,2888,2753,2432,2243,9830,7658,5054,4385,3313,2140,943,387,185,645,720,704,729,776,729,718,3047,2380,1457,1136,742,428,182,62,35,12341,254321505,47067,20188,987,557
921,,2012,"ASR_SUS","Suspicion",12850,254953025,785,232,44,52,50,46,41,31,30,114,99,66,55,58,44,30,12,13,7,16,10,14,10,13,13,50,32,21,13,15,6,10,1,1,12341,254321505,505,498,10,4
922,,2012,"ASR_VAG","Vagrancy",12850,254953025,16732,4202,640,613,598,514,492,518,414,1814,1613,1332,1741,2101,2121,1375,567,279,232,243,234,147,124,125,109,522,536,433,442,406,381,139,95,34,12341,254321505,12677,7351,205,505
923,,2012,"ASR_VAN","Vandalism",12850,254953025,106812,29489,8528,7519,6752,6778,5951,5139,4611,18598,13183,8565,7160,5877,4205,2123,1002,821,1663,1684,1680,1754,1612,1458,1363,5595,3840,2566,2237,1819,1257,541,222,198,12341,254321505,95808,35783,1694,2369
924,,2012,"ASR_WEAP","Weapons",12850,254953025,92748,8034,5946,5942,5572,5566,5272,4759,4423,17360,12509,7373,5762,4619,3637,2032,1055,921,396,368,420,382,403,408,387,1508,1153,731,671,524,368,176,74,65,12341,254321505,57489,40996,1340,686
869,,2011,"ASR_ARSON","Arson",12628,250795788,4334,1108,348,282,272,209,178,160,129,664,473,353,358,342,268,161,68,69,41,49,43,38,47,34,43,179,138,146,102,113,68,39,16,12,12167,250082691,3888,1381,65,84
870,,2011,"ASR_AST","Aggravated Assault",12628,250795788,219351,63364,7851,8809,9185,9893,9351,8880,8640,38731,31343,22431,20377,17822,13050,6861,3400,2727,2093,2383,2744,2872,2843,2767,2616,11504,9218,7007,6097,5310,3365,1552,542,451,12167,250082691,182692,91499,3521,4315
871,,2011,"ASR_AST_SMP","Simple Assault",12628,250795788,624240,217869,20439,22061,23405,26362,25676,25047,24343,110742,90960,68262,62545,53635,37002,18386,8535,6840,9620,9584,10487,11201,10636,9537,9003,38911,29782,22959,20369,17122,10302,4682,2093,1581,12167,250082691,561694,253186,10439,13826
872,,2011,"ASR_BRG","Burglary",12628,250795788,155368,30930,14883,13176,11014,9528,8093,7047,6260,25258,18205,12018,11271,9335,5603,2492,775,410,1855,1837,1757,1567,1571,1443,1284,5693,4266,3136,2626,2029,1116,471,170,109,12167,250082691,127480,55072,1596,1754
873,,2011,"ASR_DIS","Disorderly Conduct",12628,250795788,264233,92063,14346,13279,12796,15998,13907,12100,10990,42907,30134,22062,21285,21208,16870,9195,4184,2972,5319,4953,4849,5471,4746,4275,3762,15443,11424,8480,7998,7115,4699,2041,840,648,12167,250082691,230576,112807,3016,7770
874,,2011,"ASR_DRG","Drug Abuse Violations",12628,250795788,873329,220516,59293,62003,58106,51693,46130,41346,38665,156502,111624,71359,60546,51780,36322,17847,7197,2916,10810,12282,12170,11755,10917,10137,9561,40611,30148,21076,19603,16544,9827,3537,1127,411,12167,250082691,722029,352317,9171,7241
875,,2011,"ASR_DRK","Drunkenness",12628,250795788,342585,75291,8322,9925,10356,16112,14521,13130,12139,51254,39830,31780,34192,38673,33004,18137,7438,3772,2323,2652,2589,3833,3255,2769,2797,11523,9067,7736,8822,8590,5879,2314,784,358,12167,250082691,340313,65302,2980,8024
876,,2011,"ASR_DUI","Drive Under the Influence",12628,250795788,720656,234849,12407,18507,22320,32711,32728,31862,30729,131555,97931,72711,66233,62285,50125,30374,16632,11546,4114,6230,7502,12024,11774,11034,10365,42309,30154,23421,24100,22600,15550,7789,3681,2202,12167,250082691,807070,113510,14972,13923
877,,2011,"ASR_EMB","Embezzlement",12628,250795788,6264,6258,305,446,380,394,338,290,263,1024,768,618,514,413,274,124,77,36,254,383,413,346,308,297,242,1032,757,715,570,401,281,163,71,25,12167,250082691,8199,3989,222,65
878,,2011,"ASR_FAM","Offenses Against the Family and Children",12628,250795788,65987,21716,938,1079,1303,1558,1682,1826,1832,11113,12020,10197,8891,6720,3935,1754,715,424,386,544,602,786,865,868,815,4809,4177,3039,2150,1420,736,305,127,87,12167,250082691,57116,27732,667,1820
879,,2011,"ASR_FOR","Forgery and Counterfeiting",12628,250795788,34201,20643,972,1434,1613,1414,1407,1377,1393,6529,5235,3740,3284,2569,1804,849,379,202,568,816,910,849,885,880,864,4254,3601,2477,1989,1337,697,324,115,77,12167,250082691,35907,17767,668,299
880,,2011,"ASR_FRD","Fraud",12628,250795788,75292,52623,1988,2711,2875,2794,2819,2669,2505,12684,10901,8866,8353,6952,4633,2524,1188,830,1039,1462,1777,1629,1760,1685,1848,9118,9009,7572,6017,4420,2737,1377,644,529,12167,250082691,85254,39815,1152,1132
881,,2011,"ASR_GAM","Gambling",12628,250795788,5122,775,425,385,393,298,238,237,198,726,506,373,322,286,254,183,146,152,15,28,45,21,19,12,12,82,71,83,111,57,88,61,34,36,12167,250082691,1879,3703,266,39
882,,2011,"ASR_HOM","Murder and Nonnegligent Homicide",12628,250795788,7047,963,482,481,485,469,367,387,341,1282,875,503,410,364,271,167,88,75,32,47,44,45,43,47,38,188,129,90,102,75,43,17,12,11,12167,250082691,3862,3921,105,103
883,,2011,"ASR_LIQ","Liquor Laws",12628,250795788,238613,90074,43298,50162,44046,8319,5535,4401,3608,14264,10725,8934,10551,12501,11165,6505,2916,1683,22339,23793,19519,2452,1609,1224,1019,3757,2961,2453,2706,2773,1917,922,380,250,12167,250082691,262219,47903,4017,11328
884,,2011,"ASR_LRC","Larceny",12628,250795788,465717,352651,35723,31263,26632,23368,20528,18006,16843,70769,54463,40387,40991,37084,26421,13390,5682,4167,26598,24440,20885,18380,16262,14949,13782,58666,44094,31755,27743,23437,16025,8284,4183,3168,12167,250082691,571172,221080,10553,12788
885,,2011,"ASR_MAN","Manslaughter by Negligence",12628,250795788,565,164,24,39,29,29,23,25,28,105,63,51,39,35,32,16,17,10,8,8,8,9,5,10,9,33,18,16,11,13,6,3,5,2,12167,250082691,563,138,17,11
886,,2011,"ASR_MVT","Motor Vehicle Theft",12628,250795788,34034,7654,2808,2405,2021,1798,1605,1494,1377,5895,4665,3248,2848,2041,1117,454,177,81,457,443,430,397,352,371,336,1516,1193,816,617,414,208,70,27,7,12167,250082691,27556,12875,607,548
887,,2011,"ASR_OTH","All Other Offenses",12628,250795788,1988519,643062,68813,82962,89058,93482,88250,82973,79027,345305,270036,197655,183440,167453,124744,66097,29495,19729,18697,24357,28342,29507,29108,28096,27117,122558,96410,72131,62214,49467,30643,13763,6037,4615,12167,250082691,1743189,800970,33377,42984
888,,2011,"ASR_PRS","Prostitution and Commercialized Vice",12628,250795788,14031,30454,166,266,342,404,441,428,458,2224,2134,1695,1612,1351,1114,654,361,381,1176,1559,1637,1602,1563,1429,1252,5140,3985,3268,3410,2628,1296,400,87,22,12167,250082691,23937,18923,1260,262
889,,2011,"ASR_ROB","Robbery",12628,250795788,57599,8672,6548,5896,4880,4152,3429,2856,2627,9411,6060,3678,3212,2439,1493,605,215,98,656,660,613,589,469,460,425,1671,1093,721,569,408,212,89,20,17,12167,250082691,30924,34013,663,559
890,,2011,"ASR_RPE","Rape",12628,250795788,13435,141,727,712,675,678,571,494,461,2163,1701,1483,1271,1029,713,371,183,203,4,5,5,7,5,7,7,30,26,19,8,9,5,2,1,1,12167,250082691,8916,4214,209,176
891,,2011,"ASR_SEX","Sex Offenses",12628,250795788,41720,3018,1919,1833,1784,1644,1385,1293,1184,5395,4735,4178,4095,4015,3210,2169,1361,1520,149,183,130,151,133,126,102,489,420,327,315,262,133,66,20,12,12167,250082691,32683,10630,635,667
892,,2011,"ASR_STP","Stolen Property",12628,250795788,50523,13203,3940,3747,3062,2778,2465,2271,1922,8571,6735,4600,4014,3102,1905,861,343,207,693,779,770,663,670,609,611,2738,1895,1348,1091,695,402,165,48,26,12167,250082691,43214,19316,544,485
893,,2011,"ASR_SUS","Suspicion",12628,250795788,810,225,65,58,59,52,36,42,27,119,89,70,60,54,41,18,12,8,14,11,12,13,18,13,9,44,31,27,12,12,2,5,1,1,12167,250082691,576,450,4,5
894,,2011,"ASR_VAG","Vagrancy",12628,250795788,17561,4143,798,718,636,560,517,494,413,1808,1589,1414,1829,2235,2324,1366,584,276,268,263,261,132,119,104,94,515,430,390,464,479,369,170,52,33,12167,250082691,12205,8710,144,443
895,,2011,"ASR_VAN","Vandalism",12628,250795788,107846,28403,9426,8369,7265,7107,6012,5168,4566,18598,12369,8137,7113,6019,4021,1988,953,735,1741,1704,1766,1669,1555,1431,1282,5240,3584,2477,2216,1817,1079,485,199,158,12167,250082691,97229,34520,1548,2439
896,,2011,"ASR_WEAP","Weapons",12628,250795788,91440,7554,6632,6393,5853,5590,5049,4524,4248,16809,11383,7068,5541,4755,3626,1998,1088,883,403,379,403,396,388,354,347,1413,1029,728,605,489,347,141,77,55,12167,250082691,56928,40188,935,729
841,,2010,"ASR_ARSON","Arson",12727,248792692,4329,1084,331,277,256,212,188,163,145,618,559,336,350,380,233,140,81,60,45,33,31,35,34,26,35,169,141,132,128,129,78,39,20,9,12208,248091098,4077,1213,48,61
842,,2010,"ASR_AST","Aggravated Assault",12727,248792692,227256,65072,9232,9692,9624,9961,9460,9153,8920,40738,31084,23796,21245,18798,12859,6573,3382,2739,2414,2767,2936,3123,2954,2785,2611,11648,9058,7251,6538,5490,3099,1367,564,467,12208,248091098,189162,94104,3794,4451
843,,2010,"ASR_AST_SMP","Simple Assault",12727,248792692,648979,219884,22986,23664,24433,27098,26625,25814,25417,116083,91646,73271,65425,57100,36538,17796,8212,6871,10162,10579,10684,11035,10396,9852,9068,38879,29005,24099,21172,17267,10098,4314,1844,1430,12208,248091098,580386,260824,10732,13534
844,,2010,"ASR_BRG","Burglary",12727,248792692,151412,29567,15889,13801,11138,9211,7652,6837,6370,24363,16335,11901,10878,8835,5158,1953,740,351,1955,1973,1868,1752,1486,1323,1242,5325,3826,2993,2375,1866,981,371,137,94,12208,248091098,125263,52093,1632,1583
845,,2010,"ASR_DIS","Disorderly Conduct",12727,248792692,277511,95294,16000,14470,14019,16971,14756,12777,12006,44334,30686,23414,22295,23162,17039,8674,3986,2922,5815,5332,5224,5738,4934,4375,4000,15718,11037,9135,8499,7728,4383,1893,793,690,12208,248091098,243078,116927,3164,7400
846,,2010,"ASR_DRG","Drug Abuse Violations",12727,248792692,942080,228489,68601,70230,63556,55757,48957,44374,41445,169466,114970,77162,65270,56796,37800,17931,6861,2904,11999,13416,13431,12064,10980,10153,9905,41426,29386,22734,20832,17548,9654,3443,1053,465,12208,248091098,770583,379902,9408,7471
847,,2010,"ASR_DRK","Drunkenness",12727,248792692,367974,76170,9361,10961,11339,16948,15361,14020,13299,56106,41753,35057,38058,42940,33457,18094,7339,3881,2441,2735,2595,3797,3210,2936,2652,11736,8821,7996,9054,9242,5725,2168,732,330,12208,248091098,363483,67575,2843,8440
848,,2010,"ASR_DUI","Drive Under the Influence",12727,248792692,842547,261646,15259,22591,26713,37654,37774,37350,36675,155903,112072,87370,78249,74939,56118,33279,17887,12714,4961,7366,8519,13514,13123,12615,11987,47670,32314,26869,26479,25577,16589,8118,3689,2256,12208,248091098,941045,126262,16868,14164
849,,2010,"ASR_EMB","Embezzlement",12727,248792692,6414,6608,331,425,458,389,353,271,290,991,734,629,531,412,276,187,93,44,267,400,388,362,299,310,271,1030,797,758,661,464,350,146,77,28,12208,248091098,8604,3993,253,87
850,,2010,"ASR_FAM","Offenses Against the Family and Children",12727,248792692,64156,21234,1080,1170,1272,1552,1648,1744,1936,10745,11552,10120,8635,6474,3711,1545,566,406,445,575,682,818,815,930,902,4654,3781,2897,2134,1378,691,305,133,94,12208,248091098,56734,26168,582,1516
851,,2010,"ASR_FOR","Forgery and Counterfeiting",12727,248792692,37861,22989,1070,1532,1722,1631,1626,1686,1665,7198,5808,4328,3540,2929,1756,804,354,212,629,868,1122,979,1030,1015,1008,4758,3796,2811,2141,1526,806,334,113,53,12208,248091098,40200,19320,688,342
852,,2010,"ASR_FRD","Fraud",12727,248792692,85344,62058,2317,2996,3288,3008,2955,2921,2947,14027,12388,10694,9468,7897,5298,2823,1341,976,1173,1852,2043,1921,2035,1984,2089,10940,10293,9207,7128,5298,3148,1582,799,566,12208,248091098,97296,46787,1324,1213
853,,2010,"ASR_GAM","Gambling",12727,248792692,5929,688,489,502,443,350,292,282,231,819,548,392,425,320,363,189,140,144,14,12,25,23,9,11,11,75,61,79,90,73,89,50,27,39,12208,248091098,2122,4156,290,29
854,,2010,"ASR_HOM","Murder and Nonnegligent Homicide",12727,248792692,7289,905,537,551,486,502,401,358,321,1321,852,578,420,358,258,172,86,88,35,50,48,37,41,47,40,164,128,85,73,69,46,19,12,11,12208,248091098,4107,3890,79,94
855,,2010,"ASR_LIQ","Liquor Laws",12727,248792692,247305,87310,45156,52238,45500,8497,6072,4645,3913,14868,11008,9643,11354,12936,10992,6213,2748,1522,21683,23148,18225,2372,1551,1125,1053,3733,2785,2611,2906,2891,1811,817,350,249,12208,248091098,270092,44590,4467,12087
856,,2010,"ASR_LRC","Larceny",12727,248792692,453272,345222,37465,32351,26796,22592,19344,17478,16323,68262,50305,40540,40140,36597,24118,11915,5075,3971,29989,25798,21907,18281,16058,14192,13446,56277,40416,30935,26582,22227,14693,7558,3875,2988,12208,248091098,558275,215470,10343,11631
857,,2010,"ASR_MAN","Manslaughter by Negligence",12727,248792692,642,209,35,35,35,46,31,29,27,132,60,45,43,38,41,14,11,20,8,11,9,7,12,12,6,32,21,19,22,19,17,6,4,4,12208,248091098,653,169,14,14
858,,2010,"ASR_MVT","Motor Vehicle Theft",12727,248792692,36537,7983,3379,2775,2230,1921,1711,1535,1485,6321,4679,3467,2897,2181,1192,491,164,109,510,470,451,410,375,402,368,1585,1165,828,688,456,182,60,23,10,12208,248091098,29318,13898,667,530
859,,2010,"ASR_OTH","All Other Offenses",12727,248792692,2108796,663333,77260,92011,97077,99820,92480,87922,84533,370030,278325,214342,196691,180333,125301,65060,28109,19502,20412,26619,29750,30945,29688,28856,28415,125257,96237,76092,65149,52658,30348,13049,5547,4311,12208,248091098,1826975,855706,33774,42139
860,,2010,"ASR_PRS","Prostitution and Commercialized Vice",12727,248792692,15272,33423,193,281,402,399,452,460,457,2452,2263,1979,1800,1566,1092,678,402,396,1258,1687,1831,1732,1699,1416,1380,5448,4135,4012,3808,3104,1407,390,82,34,12208,248091098,26587,20354,1292,334
861,,2010,"ASR_ROB","Robbery",12727,248792692,59451,8887,7135,6324,5269,4264,3497,2978,2523,9442,5821,3917,3387,2634,1391,582,200,87,765,786,660,600,501,432,381,1623,1059,748,601,408,191,88,32,12,12208,248091098,32059,34920,696,525
862,,2010,"ASR_RPE","Rape",12727,248792692,14208,135,808,851,738,720,587,549,500,2231,1759,1603,1330,1072,693,356,218,193,4,5,5,4,7,8,4,23,21,26,10,8,6,2,,2,12208,248091098,9474,4366,215,216
863,,2010,"ASR_SEX","Sex Offenses",12727,248792692,43969,3383,2148,2010,1741,1732,1516,1347,1177,5590,5003,4556,4523,4214,3260,2136,1395,1621,203,165,158,177,154,127,127,534,460,379,355,292,153,56,22,21,12208,248091098,35117,10729,680,682
864,,2010,"ASR_STP","Stolen Property",12727,248792692,51265,13004,4362,3900,3245,2930,2400,2139,2095,8654,6413,4627,4089,3177,1892,837,294,211,754,805,766,733,661,598,580,2598,1861,1307,970,761,377,126,64,43,12208,248091098,42976,20011,614,521
865,,2010,"ASR_SUS","Suspicion",12727,248792692,618,187,32,37,45,38,30,39,29,109,77,71,41,30,18,12,7,3,17,7,14,11,9,7,10,38,18,22,13,11,8,1,1,,12208,248091098,515,279,5,5
866,,2010,"ASR_VAG","Vagrancy",12727,248792692,19158,4693,907,881,699,635,524,484,451,1990,1610,1587,2040,2719,2414,1374,545,298,295,278,273,152,159,135,124,535,443,485,585,578,381,174,46,50,12208,248091098,13074,9955,155,585
867,,2010,"ASR_VAN","Vandalism",12727,248792692,111492,29339,10340,8641,7552,7107,6205,5253,4849,19007,12622,8709,7469,6242,4005,1856,843,792,1916,1987,1819,1803,1509,1496,1371,5234,3524,2643,2317,1906,961,461,225,167,12208,248091098,101047,35120,1541,2592
868,,2010,"ASR_WEAP","Weapons",12727,248792692,93408,7947,7227,7096,6055,5610,5174,4655,4324,17353,10983,7135,5581,4856,3507,1939,1045,868,464,461,418,415,420,361,370,1490,1035,736,638,547,302,162,78,50,12208,248091098,58029,41388,943,699
813,,2009,"ASR_ARSON","Arson",12923,247547472,4401,1099,382,317,270,214,203,171,148,633,447,391,331,370,245,142,77,60,45,49,37,32,51,31,36,177,131,108,127,140,64,37,15,19,12466,246779693,4037,1317,55,61
814,,2009,"ASR_AST","Aggravated Assault",12923,247547472,233814,64465,10201,10417,10057,10511,9877,9781,9248,42060,30675,24733,22098,19486,12473,6436,3034,2727,2606,2817,2966,2985,2815,2775,2684,11533,8562,7317,6668,5487,3075,1235,525,415,12466,246779693,193064,96327,3592,4354
815,,2009,"ASR_AST_SMP","Simple Assault",12923,247547472,670052,216102,24868,25487,25687,28549,27582,27134,26720,121129,91600,77463,68418,58689,35475,16700,7825,6726,10525,10591,10685,10768,10143,9575,9050,38253,27832,24553,21349,16982,8921,3828,1695,1352,12466,246779693,590014,268684,10554,13410
